"logS","smiles","Category","id"
-6,"c1ccc2c(c1)c3cccc4cccc2c34","no soluble",4173
-3.144,"Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1C","no soluble",2271
-3.206,"O=C(NO)c1ccccc1N=Cc1ccccn1","no soluble",2605
-2.622,"CC(C)CC1(CCO)C(=O)NC(=S)NC1=O","no soluble",2171
-0.7,"Oc1ccc(Cl)cc1","no soluble",429
-1.96,"[nH]1c(C)[nH0]c2c1cccc2","no soluble",3878
-1.88,"C1=CC(=C(C(=C1)O)[N+](=O)[O-])O","no soluble",4876
-0.623,"OCC1OCOC2COCOC12","no soluble",2827
-2.6,"CC(=O)Nc1ccc2c(c1)C(=O)OC2","no soluble",1930
-2.215,"Cc1nc2ccc([N+](=O)[O-])cc2c(=O)[nH]1","no soluble",2137
-4.353,"Cc1ccc(-c2nc3ccccc3s2)cc1","no soluble",1918
-5.54,"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1","no soluble",620
0.15,"C=CC#N","soluble",914
-2.6,"COc1ccc(C(O)(c2cncnc2)C2CC2)cc1","no soluble",715
-3.072,"O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21","no soluble",2390
-1.305,"O=C(O)C1CCC(=O)N1CN1C(=O)CCC1C(=O)O","no soluble",2881
-3.035,"COC(=O)c1ccc([N+](=O)[O-])cc1","no soluble",2111
0.58,"O=CCC","soluble",2987
-3.94,"CN1c2ccccc2Sc2ccc(CC(=O)O)cc21","no soluble",1525
-3.57,"CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ","no soluble",4454
-7.91,"Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1","no soluble",271
-2.846,"CCCCOP(=O)(OCCCC)OCCCC","no soluble",1960
-2.82,"Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1","no soluble",1625
-1.66,"COC(=O)NS(=O)(=O)c1ccc(N)cc1","no soluble",1650
-4.43,"CCCCCCCBr","no soluble",38
-2.38,"[nH0]1c(O)c2c[nH0][nH]c2[nH0]c1","no soluble",3331
-9.5,"Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl","no soluble",1708
-0.85,"O=C(N(C)N=O)N","no soluble",3091
-1.56,"CCCCC(=O)CC(C)=O","no soluble",1178
-0.31,"NC(N)=NC#N","soluble",3038
-1.23,"c1cccc2c(CC(C(O)=O)N)c[nH]c12","no soluble",3134
-0.4,"O=C1CNC(=O)N1 ","soluble",4579
-3.0272,"NS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(O)cc2)s1","no soluble",2935
-0.4,"O=C(O)c1ccc(cc1)N","soluble",3787
-3.8,"N1C(=O)CN=C(c2ccccc2)c2cc(ccc21)[N+]([O-])=O","no soluble",4011
-1.28,"O=C(C)c1ccccc1","no soluble",3140
-3.59,"NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O","no soluble",566
-2.56,"COc1ccc(NC(=O)N(C)C)cc1Cl","no soluble",348
-7.01,"Cc1c(C)c2c3ccccc3ccc2c4ccccc14","no soluble",4583
-4.18,"O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21","no soluble",375
-0.15,"ClCC1CO1","soluble",1699
-2.81,"O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2","no soluble",4154
-3.13,"CC=Cc1ccc(OC)cc1","no soluble",1266
0.79,"OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ","soluble",4678
-1.76,"[nH0]1c(SC)[nH0]cc2c1[nH0]cc[nH0]2","no soluble",3217
-2.125,"CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1","no soluble",2458
-3.45,"NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl","no soluble",312
-8.86,"Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl","no soluble",1758
-4.096,"CCCCCOC(=O)c1ccc(O)c(Br)c1","no soluble",2401
-1.16,"O=C(O)c1cc(O)c(O)c(O)c1","no soluble",1330
-3.77,"c1cc(ccc1CC(C(=O)OC)Cl)Cl","no soluble",3528
0.04,"CC(C)CO","soluble",1441
-3.38,"CC(C)OC(=O)Nc1cccc(Cl)c1","no soluble",404
-1.11,"CCCC(C)CO","no soluble",1437
-2.022,"O=C(O)C(NCCCCCNC(C(=O)O)c1ccccc1)c1ccccc1","no soluble",2441
-8,"c1ccc2c3c(ccc2c1)c4cccc5cccc3c45","no soluble",4550
-3.42,"CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C","no soluble",1651
-6.496,"COc1ccc2cc(C(C)C(=O)OC(C)(C)C)ccc2c1","no soluble",2770
-5.19,"O=C1c2c(C(=O)c3ccccc31)cccc2","no soluble",3657
-4.59,"O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2","no soluble",722
-3.9,"CN(C)C(=S)SSC(=S)N(C)C","no soluble",1674
-3.9,"C#CC(C)N(C)C(Nc1ccc(cc1)Cl)=O","no soluble",4019
-2.39,"c1c(CCl)cccc1","no soluble",3332
-3.305,"COc1ccc2cc(C(C)C(=O)OCC(C)O)ccc2c1","no soluble",2772
-2.54,"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1","no soluble",1631
-5.24,"c1cc2c(ccc3C4CCC(C4(C)CCc23)=O)cc1O","no soluble",4076
-3.27,"Clc1ccc(Cl)cc1","no soluble",415
-7.2,"c1c(C(C(Cl)Cl)c2ccc(cc2)Cl)ccc(c1)Cl","no soluble",3721
1.58,"CC(=O)N","soluble",4453
-0.42,"CNC(C)C(O)c1ccccc1","soluble",1073
-4.43,"CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C","no soluble",1152
-6.51,"Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1","no soluble",526
-2.216,"CC(CC(C)O[N+](=O)[O-])O[N+](=O)[O-]","no soluble",1963
1.11,"O=C(C)N(C)C","soluble",2966
-2.39,"O=C1NC(=O)NC(=O)C1(CC)C(C)CC","no soluble",4223
-6.7,"O=C1CCC2C3CCC4CCCCC4(C)C3CCC12C","no soluble",3688
-2.76,"C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12","no soluble",705
-2.15,"O=C1C=C(NC(=S)N1)CCC","no soluble",3897
-0.8,"CCCCC(=O)C","no soluble",4669
-1.041,"CCNCc1cc2cc(S(N)(=O)=O)oc2s1","no soluble",2643
-3.64,"CC12CCC3C(C2CCC1C(C)CCC(O)=O)C(CC1CC(CCC13C)O)O","no soluble",3513
-3.851,"O=C(O)CCC(=O)c1ccc2ccccc2c1","no soluble",2282
-3.67,"O=C(CCCOc1c(Cl)cc(cc1)Cl)O","no soluble",3517
-0.885,"CC(C(=O)O)S(=O)(=O)c1ccccc1","no soluble",2363
-4.67,"OCCCCCCCCCCCC","no soluble",3623
-1.725,"Nc1c2ccccc2nc2cc(Cl)ccc12","no soluble",2475
-2.86,"CCN1C(=O)c2cccnc2N(CC)c2ncccc21","no soluble",657
-2.027,"Cc1c(O)c(=O)ccn1-c1ccccc1","no soluble",1920
-3.23,"CCCCC=C","no soluble",3453
-5.2,"Clc1ccc(-c2ccccc2)cc1","no soluble",409
-2.7,"CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O","no soluble",796
-5.15,"C1C2CC(C3C(CC(C4(C)C(CCC34)C(C)CCC(NCC(O)=O)=O)O)C2(C)CCC1O)O","no soluble",3653
-2.24,"CC(=O)Nc1ccccc1O","no soluble",1023
-2.73,"C=C(C)CC","no soluble",163
-2.06,"C=C(C)C1CC=C(C)C(=O)C1","no soluble",1155
-3.09,"O=C1C=CC2(C)CCC3C(C)C(=O)OC3C2=C1C","no soluble",3434
0.06,"Cc1cnc2cncnc2n1","soluble",651
-0.893,"COc1ccc(CC2NC(=O)N(C)C2=O)cc1","no soluble",2198
-3.2,"O=N(=O)c1cc(Cl)c(Cl)cc1","no soluble",4288
-3.893,"CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ","no soluble",4428
-2.19,"CCOc1ccc(C=O)cc1OC","no soluble",1700
-3.61,"Oc1c(I)cc(C#N)cc1I","no soluble",4184
-3.081,"O=C(O)c1ccc(NC(=O)c2cccnc2)cc1","no soluble",2167
1.09,"OCC(O)C(O)C(O)C(O)CO","soluble",1477
-1.99,"Oc2ccc1CCCCc1c2 ","no soluble",4208
-1.8,"O=[N+]([O-])c1ccccc1","no soluble",886
-2.542,"O=C(OCC(=O)N1CCCCCC1)c1ccccc1","no soluble",2752
-3.22,"O=C1NCCN1c2ncc(s2)N(=O)=O","no soluble",4670
-6.56,"Clc1ccc(cc1)c2ccc(Cl)cc2 ","no soluble",4239
-1.56,"O=C1N(C)C(C2=C(N1)NC(N2)=O)=O","no soluble",3183
-7.24,"Cc1cc(Cl)c(Cl)c(Cl)c1Cc1ccccc1Cl","no soluble",1752
-1.72,"CCN(CC)C(=O)CSc1ccc(Cl)nn1","no soluble",451
0.61,"NC(=O)c1cccnc1","soluble",1004
-2.412,"CC1=NC(=O)C(C(N)=O)C(=O)N1","no soluble",1924
-4.48,"CC1CCC(C)(C)C1","no soluble",77
-2.069,"CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)O","no soluble",2342
-3.378,"CCCOC(=O)c1ccc(O)c(Cl)c1","no soluble",2388
-5.43,"Clc1c(Cl)c(Cl)c2nccnc2c1Cl","no soluble",237
-5.53,"c1c(C(F)(F)F)cc(c(c1[N+]([O-])=O)N(CC)CCCC)[N+]([O-])=O","no soluble",3679
-4.48,"CC1(C)CCC(C)C1","no soluble",4055
-5.21,"CCCCCCc1ccccc1","no soluble",139
-0.46,"COC(=O)c1ccc[nH0]c1","soluble",3048
-5.67,"OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl","no soluble",483
-1.6,"c1ccc(C2CO2)cc1","no soluble",1125
-3.64,"CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C","no soluble",1376
-1.6,"CCCCC(C)(O)CC","no soluble",1394
-2.404,"Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3","no soluble",4325
-3.49,"CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1","no soluble",334
-1.99,"Oc1ccc2c(c1)CCCC2","no soluble",1346
-4.24,"C#CCCCCCCC","no soluble",130
-2.41,"s1c(C)[nH0][nH0]c1N[S+2]([O-])(c1ccc(cc1)N)[O-]","no soluble",3336
-1.11,"COc2ncc1nccnc1n2","no soluble",4403
-4.87,"CN(C(=O)COc1nc2ccccc2s1)c1ccccc1","no soluble",1545
-5.46,"ClC12C3C(C=CC3O)C(C(=C1Cl)Cl)(C2(Cl)Cl)Cl","no soluble",4080
-6.9,"ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1","no soluble",411
1.14,"CNC(=O)C(C)SCCSP(=O)(OC)OC","soluble",1659
-2.41,"CC(C)(C)c1ccc(O)cc1","no soluble",1354
-4.432,"COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1","no soluble",4189
-7.04,"CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1","no soluble",1793
-3.42,"CCN(CC)C(C)C(C)OC(=O)c1ccc(N)cc1","no soluble",2425
-3.934,"CCN(CC)C(=O)SCc1ccc(Cl)cc1","no soluble",2130
-1.99,"O=C1C(O)(C(NC(N1)=O)=O)C1(C(NC(NC1=O)=O)=O)O","no soluble",3903
-4.7,"Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O","no soluble",4185
-1.47,"c1c(C(=O)O)csc1","no soluble",3165
-0.73,"OCCN(CCO)c1ccccc1","no soluble",926
-5.2,"OC(c1ccccc1)(CCN2CCCCC2)C3CCCCC3","no soluble",4824
-4.71,"CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C","no soluble",1605
-2.59,"c1(O)cc(O)ccc1CCCCCC","no soluble",4580
-3.847,"O=C(c1ccco1)c1no[n+]([O-])c1C(=O)c1ccco1","no soluble",2345
-3.46,"O=S(=O)(c1ccc(cc1)C)NC(=O)NCCCC","no soluble",4799
-2.1,"[nH0]1c(N)[nH0]cc(Cc2cc(c(c(c2)OC)OCCOC)OC)c1N","no soluble",3894
-1.42,"CC(=O)CC(C)C","no soluble",1190
-0.9,"C","no soluble",203
-6.74,"c1c2c3c(c4c(cccc4)c2ccc1)cccc3","no soluble",3714
-0.771,"Nc1nnc(-c2ccc(O)cc2)o1","no soluble",1945
-4.31,"COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O","no soluble",4380
-0.12,"Cc1ncc2nccnc2n1","soluble",659
-1.66,"[O-][S+2](NC(=O)OC)([O-])c1ccc(cc1)N","no soluble",3863
-2.74,"CCCCCCCC(C)O","no soluble",1452
-1.04,"c1ccc2c(c1)CCN2","no soluble",752
-2.322,"O=C1NC(=O)NC(=O)C1(CC)c1ccccc1","no soluble",4376
-4.47,"O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3","no soluble",4401
-3.99,"CC(C)Cc1ccc(cc1)C(C)C(O)=O","no soluble",3545
-0.8,"CCCN(=O)=O","no soluble",4168
-1.24,"OCCCCCC","no soluble",3137
-3.77,"CC(C)c1ccc(cc1)C","no soluble",4009
-4.19,"CN(C)CCCN1c2ccccc2CCc2ccccc21","no soluble",633
-1.99,"CN(C=O)C(=O)CSP(=S)(OC)OC","no soluble",4898
-3.08,"C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]","no soluble",4865
-4.14,"c1c(Cl)cc2c(cccc2)c1","no soluble",3560
-1.297,"O=C(O)CNC(=S)SCC(=O)O","no soluble",2039
-2.78,"c1c(I)cccc1","no soluble",3952
-5.4,"c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ","no soluble",4555
-1.64,"C#CCCC","no soluble",127
-1.25,"Oc1ccc(Cl)c(Cl)c1","no soluble",350
-1.56,"NS(=O)(=O)c1ccccc1","no soluble",1618
-1.08,"CC=C","no soluble",4722
-3.03,"CC1=CC(=O)c2ccccc2C1=O","no soluble",1165
-2.39,"OCCCCCCCC","no soluble",3920
-0.433,"Nc1ccn(C2CCC(CO)O2)c(=O)n1","soluble",2739
-6.51,"ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ","no soluble",4485
-1.214,"COc1cc2c3c(cccc3c1)CN(C(N)=NO)C2","no soluble",2580
-1.795,"CC1(C)NC(=O)N(Cc2ccccc2)C1=O","no soluble",2037
-4.63,"CC12CCC(C=C2CCC2C3CCC(C3(C)CCC12)C(COC(C)=O)=O)=O","no soluble",4062
-2.24,"C1=CC(=CC=C1N)[N+](=O)[O-]","no soluble",4881
-7.3,"Brc1cc(Br)c(-c2ccccc2)c(Br)c1","no soluble",1766
-4.52,"COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl","no soluble",295
-1.14,"Nc1cc[nH]c(=O)n1","no soluble",781
-2.45,"Cc1cnc(S)nc1O","no soluble",1597
-9.95,"Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2","no soluble",1715
-8.72,"Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl","no soluble",1721
-3.85,"CCNc1nc(Cl)nc(NC(C)C)n1","no soluble",448
-5.398,"CCCCOC1=CC(=O)C2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C(C)C1","no soluble",2581
-4.16,"CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O","no soluble",1379
-3.2241,"CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21","no soluble",1804
