"logS","smiles","Category","id"
-2.17,"O=C1NC(=O)NC(C1(C=1CCCCC1)CC)=O","no soluble",3231
-0.8,"CCCC(CC)O","no soluble",3026
-3.99,"ClCCCCCCC","no soluble",3968
-3.112,"COc1ccc(C(=O)O)cc1C(=O)O","no soluble",2180
-3.58,"Nc1nc2[nH]cnc2c(=O)[nH]1","no soluble",772
-4.45,"N(=Nc1ccccc1)c2ccccc2","no soluble",4621
-4.66,"CC(COC(=O)c1ccccc1C(=O)OCC(C)C)C","no soluble",3567
-3.2,"Cc1c(C)c(C)ccc1","no soluble",3394
-6.042,"Nc1ccccc1C(=O)OCC=Cc1ccccc1","no soluble",2304
-1.658,"CCOc1ccc(N(C)C(N)=O)cc1","no soluble",2394
-6.19,"c1cc2ccc3cccc4ccc(c1)c2c34","no soluble",63
-1.26,"Cc1[nH0](CCO)c(c[nH0]1)[N+]([O-])=O","no soluble",3774
-4.89,"CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1","no soluble",425
-3.26,"O=C(OC)c1cc(cc(c1Cl)N)Cl","no soluble",3404
-1.6,"CC(C)CC(C)CO","no soluble",1440
-4.073,"CCCCCCCOC(=O)c1ccc(O)cc1","no soluble",2302
-5.22,"NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O","no soluble",589
-1.55,"CSc1cnc2ncncc2n1","no soluble",1577
-5.19,"O=C1c2ccccc2C(=O)c3ccccc13","no soluble",4670
-3.171,"CN(C)C(=O)NC1CC2CC1C3CCCC23","no soluble",4452
-0.533,"NC(C(=O)O)c1ccc(O)cc1","no soluble",2682
-2.89,"O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1","no soluble",867
-4.63,"CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C","no soluble",4285
-0.09,"CCOCC","soluble",1231
-2.44,"[O-][N+](=O)c1cccc(c1)C","no soluble",3288
-2.44,"O=S(=O)(c1nnc(s1)NC(=O)C)N","no soluble",4681
-1.41,"Cc1ccc(O)cc1C","no soluble",1348
-2.727,"O=C(c1ccccc1)N(O)c1ccccc1","no soluble",2212
-3.361,"CCCCCCCCCCNC(=O)C(C)O","no soluble",2022
-2.7,"CCCN(CCC)C(=O)SCC","no soluble",1790
-8.699,"c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45","no soluble",4411
-6,"c1c2cccc3c4c(cccc4)c(c23)cc1","no soluble",3636
-2.759,"CCCCNC(=O)COC(=O)c1ccccc1","no soluble",2745
-0.85,"CCOC=C","no soluble",4343
-2.089,"CC12CC(C)(NC(=O)N1)NC(=O)N2","no soluble",1948
-1.655,"O=C2NC(=O)C1(CCC1)C(=O)N2","no soluble",4086
-2.15,"CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1","no soluble",532
-1.41,"Cc1c(C)cc(cc1)O","no soluble",3784
0.61,"NC(=O)c1cccnc1","soluble",4635
-0.7,"c1c(O)ccc(c1)C","no soluble",3012
-2.54,"CCC=CC","no soluble",3299
-1.39,"O=C1OC(=O)c2ccccc21","no soluble",1110
-3.944,"O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2Cl)cc1F","no soluble",2673
-7.42,"Clc1c(Cl)c(c2cc(ccc2Cl)Cl)c(c(c1)Cl)Cl","no soluble",3675
-3.19,"Clc1c(Br)cccc1","no soluble",3923
-3.899,"O=C(COC(=O)c1ccccc1)NC1CCCCC1","no soluble",2753
-1.09,"CN(CCO)C(=O)COC(=O)c1ccccc1","no soluble",2657
-1.8,"CNC(=O)Oc1ccccc1","no soluble",1070
0.39,"C1OC(O)C(O)C(O)C1O","soluble",4125
-1.573,"COCCN(CCOC)C(=O)COC(=O)c1ccccc1","no soluble",2760
-5.4559,"NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1","no soluble",1816
-4.1,"O=C1C=CC2(C)C(C(C)CC3C4CCC(C4(C)CC(C23F)O)(C(C)=O)O)=C1","no soluble",3499
-0.96,"NC(=O)c1ccccc1","no soluble",1003
-2.59,"CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O","no soluble",812
-4.38,"c1cc(ccc1C(c1c[nH0]c[nH0]c1)(c1ccccc1Cl)O)Cl","no soluble",3992
-0.59,"CCCC(O)C=C","no soluble",4567
-2.87,"c1c(N2C(=O)C(=C(C=N2)N)Cl)cccc1","no soluble",3351
0.96,"NC(=O)N","soluble",3704
-2.685,"OC(=S)COc1ccc(Cl)cc1Cl","no soluble",2408
-0.83,"CCCC(=O)CC","no soluble",1182
-0.67,"CCC(C)C(=O)C","no soluble",4576
-3.164,"O=C(O)c1ccc([N+](=O)[O-])c2cccnc12","no soluble",2101
-1.74,"Cc1ccc(cc1)S(=O)(=O)N","no soluble",4473
-3.43,"C1=C2CCC3C4CCC(C4(C)CC(C3(C2(C)CCC1=O)F)O)(C(CO)=O)O","no soluble",3433
-0.962,"O=P1(N(CCCl)CCCl)NCCCCO1","no soluble",1888
-0.63,"CN(C=1C(=O)N(c2ccccc2)N(C1C)C)C","no soluble",3006
-2.36,"[nH0]1c2C=NC(=S)Nc2[nH0]cc1","no soluble",3270
-5.27,"Clc1c(c2c(Cl)cccc2)cccc1","no soluble",3608
-9.33,"c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61","no soluble",59
-1.449,"O=C(O)CSSSSCC(=O)O","no soluble",2070
-1.23,"OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O","no soluble",668
-3.19,"Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34","no soluble",4190
-1.7,"Clc1c(C(=O)O)c(c(cc1)Cl)OC","no soluble",3152
-3.35,"CCN(C(=O)SCCC)CCCC","no soluble",3932
-1.63,"c1c(C=O)cc2c(OCO2)c1","no soluble",3143
0.36,"O=c1cccc2n1CC1CNCC2C1","soluble",751
-3.687,"CCCOC(=O)c1ccc(O)c(I)c1","no soluble",2322
-1.58,"c1ccc(cc1)C(=O)O","no soluble",4682
-4.097,"O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3","no soluble",4204
-2.158,"O=C(O)CNC(Cc1ccccc1)C(=O)O","no soluble",2370
-2.54,"CC/C=C/C","no soluble",4147
-1.669,"O=C1CC(c2ccccc2)CC(=O)C1[N+](=O)[O-]","no soluble",2432
-2.68,"c1cnc2c(c1)ccc3ncccc23","no soluble",4236
-1.659,"CC(CCO[N+](=O)[O-])O[N+](=O)[O-]","no soluble",1961
-1.56,"CC(CC(CCCC)=O)=O","no soluble",3126
-4.53,"CCC1(CC)CCC(=O)NC1=O","no soluble",1905
-8.1,"Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)c(Cl)c1","no soluble",1717
-2.169,"CCCCC1(CCO)C(=O)NC(=S)NC1=O","no soluble",2229
-1.52,"CCC(C=O)CC","no soluble",1304
-4.21,"Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1","no soluble",1644
-4.43,"COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C","no soluble",419
-6.78,"CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O","no soluble",4551
-0.1,"O=Cc1ccco1","soluble",1114
-3.93,"O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2","no soluble",4530
-2.82,"CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O","no soluble",644
-5.28,"Clc1ccc(cc1)c2ccccc2Cl","no soluble",4159
-1.64,"c1ccccc1","no soluble",111
-3.98,"N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2","no soluble",1526
-0.8,"O=C(C(=C)C)OC","no soluble",3027
-4.066,"O=C(O)c1ccc(P(=O)(O)c2ccccc2)cc1","no soluble",2334
-2.32,"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1","no soluble",1634
0.94,"CN(C)C(=O)N(C)C","soluble",4649
-4.46,"Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl","no soluble",4591
-6.59,"c1cccc2c3c(C)cc4ccccc4c3ccc12","no soluble",4470
-2.235,"OC(=S)CCCCCCC(O)=S","no soluble",2017
-2.2,"C=CCSC(CCC(SCC=C)C(=O)O)C(=O)O","no soluble",2006
-3.984,"CC1C(N)CN1c1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c2c1F","no soluble",2796
-2.537,"O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc(S(=O)(=O)O)cc2c1O","no soluble",2514
-3.37,"CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C","no soluble",1368
-3.61,"O=C\2c1c(nc(cc1)C)N(/C=C/2C(=O)O)CC","no soluble",4717
-3.96,"CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O","no soluble",1345
-1.89,"CCOC(=O)C1(c2ccccc2)CCN(C)CC1","no soluble",681
-2.88,"CNc1ccccc1C(=O)O","no soluble",1059
-2.59,"CCCCC(=O)CCCC","no soluble",1177
-1.41,"O=C(O)CCc1ccccc1","no soluble",1492
-1.23,"NC(Cc1ccccc1)C(=O)O","no soluble",994
-2.06,"O=C1CC(CC=C1C)C(C)=C","no soluble",3212
-2.62,"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1","no soluble",1635
-1.52,"CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)OC","no soluble",4745
-3.14,"CC1=C(SCCO1)C(=O)Nc2ccccc2","no soluble",4282
-2.7,"c1c(c2ccc(N)cc2)ccc(c1)N","no soluble",3327
-3.307,"O=C(c1ccccc1)N(O)c1cccc2ccccc12","no soluble",2135
-4.6,"c1ccc2c(c1)oc1ccccc12","no soluble",1091
-7.43,"Clc1ccccc1-c1c(Cl)cc(Cl)c(Cl)c1Cl","no soluble",250
-0.554,"CCOC(=O)N1CC(C)N(C(N)=O)CC1C","no soluble",2102
-3.861,"CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1","no soluble",2816
-2.41,"COC(=O)c1ccc(OC)cc1","no soluble",1267
-3.209,"COc1cc([N+](=O)[O-])c2c(c1OC)C(=O)OC2","no soluble",2277
-1.97,"Fc1ccc(F)cc1","no soluble",558
-3.47,"O=C(Nc1ccc(cc1)C(C)C)N(C)C","no soluble",4709
-2.39,"c1c(c2c(O)cccc2)cccc1","no soluble",3278
-3.22,"Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]","no soluble",847
-3.36,"CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21","no soluble",650
-3.3621,"CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1","no soluble",1815
-4.24,"CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1","no soluble",1067
-6.09,"COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl","no soluble",4
0.96,"NC(N)=O","soluble",1008
-0.04,"CCOC(=O)C","soluble",4182
-2.77,"Cc1ccc(C)cc1","no soluble",194
-3.481,"Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21","no soluble",2820
-5.666,"OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl","no soluble",4337
-3.15,"Oc1cc(Cl)c(Cl)c(Cl)c1Cl","no soluble",262
-3.38,"c1c(NC(=O)OC(C)C)cccc1Cl","no soluble",3934
-2.62,"C#CC(C)OC(=O)Nc1cccc(Cl)c1","no soluble",403
-2.15,"CCCc1cc(=O)[nH]c(=S)[nH]1","no soluble",1563
0.06,"OCC(O)C(O)C(O)C(O)CO","soluble",4195
-2.594,"O=C(O)CNC(Cc1ccc(O)cc1)C(=O)O","no soluble",2373
-7.8,"c1c2c3c4c(cccc4c4c2cccc4)ccc3cc1","no soluble",4051
-2.21,"c1c(C)cccc1","no soluble",3238
-1.4,"O=C(C)Nc1ccccc1Cl","no soluble",3102
-1.06,"CCCCCC(=O)O","no soluble",1504
-0.85,"CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1","no soluble",4518
-3.395,"COc1ccc2cc(C(C)C(=O)OCCCO)ccc2c1","no soluble",2773
-4.69,"CCCCCCCCCCCC(=O)OC","no soluble",1277
0,"c1c(O)cccc1","soluble",2960
-5.405,"CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble",2707
-2.627,"NS(=O)(=O)c1nc2ccccc2s1","no soluble",2016
-3.8,"ON=C1C=CC(=NO)c2ncccc21","no soluble",1910
-4.17,"O=C(O)c1ccc[nH0]c1Nc1cccc(C(F)(F)F)c1","no soluble",3981
-3.94,"c1c2Sc3c(N(C)c2cc(c1)CC(O)=O)cccc3","no soluble",3965
-4.53,"c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C","no soluble",4445
-2.92,"O=C(N)c1ccccc1C(N)=O","no soluble",3358
-8.49,"c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12","no soluble",70
-3.24,"C=CCC(C)C","no soluble",213
-4.47,"[O-][N+](=O)c1c(C)c(cc(c1OC(C)=O)C(C)(C)C)[N+]([O-])=O","no soluble",3998
-5.639,"CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1","no soluble",2714
-0.96,"O=C(N)N(CC)N=O","no soluble",3760
-3.39,"O=C(CCCCCCC)OC","no soluble",3427
-3.39,"C=C(Cl)CSC(=S)N(CC)CC","no soluble",462
-2.3,"Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1","no soluble",2443
-2.69,"O=C(C)Nc1ccc(cc1)[N+]([O-])=O","no soluble",3324
-4.001,"CCN(CC)c1ccc2c(C)cc(=O)oc2c1","no soluble",2118
-4.73,"Oc1c2ccccc2cc2ccccc12","no soluble",1310
0.487,"CN(C)C(=O)c1cccc(C(=O)N(C)C)c1","soluble",2232
-0.7,"CCC(O)C(C)C","no soluble",1472
-1.96,"ClC(=CCl)Cl","no soluble",3825
-0.729,"CCOC(=O)N1CCN(C(=O)OCC)CC1","no soluble",2201
-2.87,"NC(C1=C(C(C2C(C3C(C)c4cccc(c4C(C3=C(C2(C1=O)O)O)=O)O)O)N(C)C)O)=O","no soluble",3350
-4.4,"CCCCOC(=O)c1ccccc1C(=O)OCCCC","no soluble",4222
-7.01,"Cc1c(C)c2c3ccccc3ccc2c4ccccc14","no soluble",4528
0.132,"CC(=O)Nc1ccc(OP(=O)([O-])O)cc1","soluble",2620
-1.43,"Cc1c(C)c(O)ccc1","no soluble",3107
-2.82,"c1c(C)cc(cc1)C","no soluble",3343
-3.369,"CCOc1ccccc1C(=O)N(O)c1ccccc1","no soluble",2430
-2.61,"O=C1NC(=O)c2ccccc12","no soluble",4463
-3.37,"[nH0]1c[nH0]c[nH0]1CC(c1ccc(cc1)F)(c1ccccc1F)O","no soluble",3426
-5.47,"CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]","no soluble",839
-4.223,"CCCCCOC(=O)c1ccc(O)c(I)c1","no soluble",2402
-3.6,"OC1C(Nc2ccc(cc2C(c2ccccc2Cl)=N1)Cl)=O","no soluble",3452
-3.585,"CC(=O)CC(C)=Nc1ccc(O)cc1","no soluble",2279
-1.38,"CC(C)CCC(C)O","no soluble",1462
-3.39,"CCCCCCCC(=O)OCC","no soluble",1239
-3.03,"[O-][S+2]([O-])(NC(NCCC)=O)c1ccc(cc1)Cl","no soluble",3910
-6.8,"ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl","no soluble",4606
-6.62,"Clc1ccccc1C(c1ccc(cc1)Cl)C(Cl)(Cl)Cl","no soluble",4041
-2.08,"BrCCCBr","no soluble",36
-0.82,"CCCC(=O)OC","no soluble",1283
-2.45,"Clc1cc(ccc1OC(C)C(O)=O)Cl","no soluble",3291
-2.19,"Nc1cccc([N+](=O)[O-])c1","no soluble",872
-0.12,"Cc2ncc1nccnc1n2","soluble",4367
-6.77,"Clc1cc(Oc2ccccc2)cc(Cl)c1Cl","no soluble",1773
-3.638,"COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O","no soluble",4481
-1.25,"O=C1C(=O)C(NC(N1)=O)=O","no soluble",3083
-4.151,"CC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1","no soluble",2335
-5.03,"ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O","no soluble",4617
-2.8,"Cc1cc(O)cc(C)c1Cl","no soluble",307
-3.319,"Cc1cc2cccc(O)c2nc1C","no soluble",1875
-3.09,"CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO","no soluble",4263
-2.1,"C1C=CCC1","no soluble",3840
-2.86,"NC(Cc1cc(I)c(O)c(I)c1)C(=O)O","no soluble",590
-8.6,"Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl","no soluble",4094
-2.7,"[O-][S+2]([O-])(Nc1cccc[nH0]1)c1ccc(cc1)N","no soluble",3891
-0.451,"FC(F)(F)c1nc2ncncc2[nH]1","soluble",1916
-4.16,"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O","no soluble",1550
-0.12,"CC(=O)C(C)C","soluble",1196
-1.85,"O=C1C2(C)CCC(C2)C1(C)C","no soluble",3815
-1.83,"O=C(C)N=C1N(N=C(S1)[S+2]([O-])(N)[O-])C","no soluble",3176
-7.337,"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2","no soluble",4141
-1.46,"Cc1c[nH]c(=O)nc1N","no soluble",778
-5.82,"O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","no soluble",837
-4.92,"Cc1ccc(C)c2c(C)cccc12","no soluble",174
-7.26,"CCCCCCCCCCCCCCCCO","no soluble",1418
-1.16,"c1cnc(=O)[nH]c1N","no soluble",4695
-5.05,"CC(C)CCC(C)(C)C","no soluble",115
-1.06,"CC1(C)CC(C)=CC(=O)C1","no soluble",3764
0.51,"O=C(O)CC(O)(CC(=O)O)C(=O)O","soluble",1403
-4.51,"ClC1C(Cl)C(C(C(C1Cl)Cl)Cl)Cl","no soluble",3552
-3.952,"OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O","no soluble",4300
0.57,"C=CC=O","soluble",1302
-1.545,"O=C(O)CSC(CC(=O)O)c1ccccc1","no soluble",2269
-3.68,"CCSC(=O)N(CC(C)C)CC(C)C","no soluble",1573
-1.022,"CN(C)c1ncnc2nccnc12","no soluble",1929
-2.37,"c1c(OCC)ccc(c1)NC(C)=O","no soluble",3271
-3.458,"CCCCOC(=O)c1ccc(NC(C)=O)cc1","no soluble",2426
-1.5,"[nH0]1c2ccccc2sc1","no soluble",3795
-4.63,"CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1","no soluble",1026
-1.06,"CCCl","no soluble",498
-1.11,"COc1ncnc2nccnc12","no soluble",4345
-0.737,"Cc1ncc([N+](=O)[O-])n1CC(C)O","no soluble",2704
-4.37,"ClCC#CCOC(=O)Nc1cccc(Cl)c1","no soluble",4544
-1.229,"CC1(C)OCC(COC(=O)c2ccccc2C(=O)O)O1","no soluble",2849
-1.39,"Cn1c(=O)c2[nH]cnc2n(C)c1=O","no soluble",669
0.07,"NNc1ccccc1","soluble",1076
-0.28,"CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12","soluble",2806
1.02,"c1c(O)cc[nH0]c1","soluble",2918
-3.73,"CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3","no soluble",4465
-5.19,"c1cc2c(c(c1)O)C(=O)c3c(cccc3O)C2=O","no soluble",4696
-4.16,"OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1","no soluble",383
-4.76,"COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C","no soluble",4089
-1.5,"c1ccc2scnc2c1","no soluble",1543
-2.48,"CC(C)N(C(=O)CCl)c1ccccc1","no soluble",4521
-3.18,"CCCCC","no soluble",147
-2.38,"ClCC(Br)CBr","no soluble",53
-0.59,"CC1CO1","no soluble",1126
-3.755,"CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21","no soluble",2524
-2.31,"ClC(Cl)(Cl)Cl","no soluble",481
-2.71,"N1C(=S)C=Nc2c[nH0]c[nH0]c21","no soluble",3892
-6.47,"c1c(Cl)ccc(c1c1cccc(Cl)c1Cl)Cl","no soluble",3652
-1.14,"CC(C)CCCO","no soluble",1430
-1.23,"OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23","no soluble",4128
-3.648,"O=C(O)c1cn(C2CC2)c2cc(N3CC4CC3CN4)c(F)cc2c1=O","no soluble",2535
-0.46,"CCCNCCC","soluble",1050
-1.877,"CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C","no soluble",4266
